flow,voltage,label
210.02,6.67,1
161.79,6.76,1
0.0,0.0,0
34.41,10.9,2
87.69,5.58,1
2.78,10.96,2
0.0,0.0,0
162.3,6.73,1
135.8,7.57,1
10.55,11.42,2
0.0,0.0,0
127.74,7.09,1
15.63,8.26,2
22.12,11.83,2
234.15,7.47,1
45.0,10.8,2
92.89,7.02,1
208.27,5.61,1
18.28,9.01,2
30.8,8.42,2
41.01,11.9,2
4.16,9.98,2
33.96,10.84,2
31.19,8.08,2
109.17,6.35,1
16.84,9.83,2
0.0,0.0,0
0.0,0.0,0
71.04,6.47,1
28.09,8.92,2
39.42,11.24,2
0.0,0.0,0
0.0,0.0,0
176.16,7.86,1
3.2,8.58,2
0.0,0.0,0
0.0,0.0,0
275.86,6.94,1
0.0,0.0,0
81.66,6.6,1
254.52,5.99,1
17.08,8.94,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
13.98,11.5,2
29.22,10.97,2
108.93,7.93,1
47.45,11.21,2
21.08,8.23,2
0.0,0.0,0
151.63,7.43,1
46.54,11.56,2
0.0,0.0,0
170.89,7.35,1
0.0,0.0,0
0.0,0.0,0
40.47,9.42,2
8.32,11.2,2
23.66,10.6,2
33.7,11.13,2
0.0,0.0,0
0.0,0.0,0
290.25,5.51,1
196.58,6.56,1
0.0,0.0,0
34.68,9.93,2
0.0,0.0,0
170.3,5.58,1
44.94,10.52,2
15.03,8.45,2
213.33,7.56,1
0.0,0.0,0
18.81,9.75,2
0.0,0.0,0
0.0,0.0,0
5.51,10.8,2
178.8,6.15,1
260.96,5.28,1
269.22,7.62,1
78.28,5.17,1
49.31,8.78,2
0.0,0.0,0
0.0,0.0,0
31.22,11.94,2
19.76,10.22,2
0.0,0.0,0
33.96,9.13,2
2.66,8.23,2
35.23,8.78,2
0.0,0.0,0
43.48,8.35,2
0.0,0.0,0
9.01,10.67,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
95.73,5.21,1
0.0,0.0,0
18.68,9.86,2
128.6,5.99,1
148.19,6.71,1
231.66,6.94,1
28.47,10.44,2
23.43,9.76,2
42.69,11.45,2
0.0,0.0,0
33.95,10.79,2
0.0,0.0,0
41.28,11.12,2
0.0,0.0,0
43.3,8.32,2
243.5,5.71,1
224.5,7.01,1
202.1,6.7,1
148.14,7.07,1
0.0,0.0,0
0.0,0.0,0
34.93,9.87,2
272.79,6.12,1
213.41,6.71,1
154.96,6.45,1
0.0,0.0,0
134.79,5.46,1
16.88,10.7,2
2.07,8.98,2
42.99,10.56,2
0.0,0.0,0
64.82,5.23,1
36.59,9.06,2
25.41,10.94,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
38.98,10.87,2
0.0,0.0,0
253.41,6.91,1
0.0,0.0,0
18.22,11.65,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
162.38,5.25,1
11.09,10.67,2
36.12,9.98,2
262.75,5.87,1
0.0,0.0,0
271.49,6.52,1
20.9,10.96,2
0.0,0.0,0
46.08,8.31,2
28.91,11.63,2
0.0,0.0,0
239.36,6.85,1
0.44,8.96,2
81.0,7.88,1
198.02,6.4,1
247.12,7.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
3.15,11.13,2
43.89,9.93,2
17.54,8.21,2
0.0,0.0,0
32.36,10.86,2
0.0,0.0,0
40.56,8.53,2
0.0,0.0,0
0.0,0.0,0
202.64,5.74,1
29.64,8.9,2
0.0,0.0,0
77.71,7.04,1
109.22,6.78,1
32.47,8.46,2
195.94,5.12,1
269.25,6.06,1
235.83,7.12,1
186.53,6.43,1
93.16,5.86,1
146.62,6.33,1
13.63,10.43,2
10.72,9.61,2
0.0,0.0,0
4.0,9.14,2
43.12,10.26,2
14.77,11.69,2
14.62,10.07,2
190.86,7.57,1
0.0,0.0,0
0.0,0.0,0
15.76,9.46,2
38.83,10.23,2
75.7,7.86,1
0.0,0.0,0
7.0,9.15,2
21.19,10.55,2
194.8,5.16,1
214.73,7.65,1
101.29,5.49,1
0.0,0.0,0
280.36,6.98,1
106.72,7.27,1
9.67,9.83,2
6.64,8.05,2
186.41,7.49,1
78.74,6.15,1
35.22,8.1,2
0.0,0.0,0
40.02,11.75,2
298.33,5.29,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
6.87,9.29,2
13.65,11.83,2
266.85,6.63,1
121.41,7.61,1
0.0,0.0,0
85.69,6.42,1
25.74,10.12,2
24.3,11.24,2
116.04,6.35,1
80.55,5.26,1
294.38,5.54,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.91,11.23,2
0.0,0.0,0
0.0,0.0,0
224.33,6.56,1
0.4,8.4,2
155.61,7.49,1
154.88,7.82,1
0.0,0.0,0
5.71,10.87,2
0.0,0.0,0
31.27,8.64,2
0.0,0.0,0
66.79,6.57,1
47.26,11.9,2
95.7,6.64,1
0.0,0.0,0
132.23,6.03,1
18.16,11.39,2
11.46,9.26,2
0.0,0.0,0
0.0,0.0,0
37.24,10.96,2
0.0,0.0,0
0.0,0.0,0
161.2,5.52,1
0.0,0.0,0
251.79,6.6,1
2.7,8.09,2
0.0,0.0,0
241.48,7.08,1
176.59,7.33,1
0.0,0.0,0
154.18,6.65,1
39.72,11.31,2
0.0,0.0,0
0.0,0.0,0
14.67,10.46,2
0.0,0.0,0
37.43,11.69,2
14.3,8.9,2
4.24,10.69,2
29.49,8.52,2
29.29,8.48,2
87.41,5.98,1
0.0,0.0,0
15.19,11.17,2
44.85,8.76,2
144.81,6.97,1
0.0,0.0,0
260.8,7.42,1
0.0,0.0,0
18.05,10.0,2
20.44,11.56,2
269.13,7.67,1
0.0,0.0,0
46.14,11.71,2
0.0,0.0,0
0.0,0.0,0
30.59,10.67,2
0.0,0.0,0
12.2,10.9,2
20.93,8.29,2
0.0,0.0,0
0.0,0.0,0
247.69,5.94,1
163.16,5.61,1
0.0,0.0,0
86.51,5.46,1
39.39,10.72,2
23.87,9.93,2
46.59,10.49,2
122.84,5.25,1
12.11,11.96,2
0.0,0.0,0
35.12,9.27,2
0.0,0.0,0
0.0,0.0,0
15.23,10.31,2
35.65,10.08,2
173.02,5.93,1
216.04,5.57,1
37.14,11.66,2
0.0,0.0,0
3.49,10.99,2
25.29,11.08,2
46.6,10.72,2
0.0,0.0,0
11.8,9.66,2
47.66,10.45,2
42.67,9.29,2
0.0,0.0,0
21.35,9.04,2
210.67,6.01,1
94.75,5.99,1
48.03,11.15,2
0.0,0.0,0
0.0,0.0,0
44.39,10.41,2
31.91,8.01,2
172.83,7.41,1
82.37,5.68,1
89.67,6.47,1
173.3,6.2,1
170.18,6.68,1
32.04,10.07,2
0.0,0.0,0
249.59,6.27,1
3.97,9.57,2
40.16,11.58,2
132.16,7.87,1
188.61,6.59,1
1.16,10.39,2
10.45,8.91,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
31.61,8.62,2
0.0,0.0,0
14.01,11.34,2
0.0,0.0,0
26.66,8.46,2
17.5,10.88,2
3.18,8.18,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
47.8,11.01,2
252.44,5.69,1
225.48,7.93,1
34.9,10.45,2
0.0,0.0,0
76.61,7.54,1
6.6,11.52,2
0.0,0.0,0
0.0,0.0,0
47.23,9.81,2
0.0,0.0,0
22.57,11.64,2
0.0,0.0,0
8.59,9.81,2
0.0,0.0,0
90.53,6.5,1
0.0,0.0,0
117.11,6.68,1
124.55,5.58,1
105.15,6.57,1
93.13,6.63,1
26.3,8.38,2
14.16,10.31,2
0.0,0.0,0
1.87,8.85,2
4.78,11.68,2
227.02,5.42,1
177.18,7.03,1
0.0,0.0,0
269.02,6.08,1
0.0,0.0,0
235.39,5.46,1
31.22,9.86,2
0.0,0.0,0
30.68,10.63,2
36.33,8.82,2
96.34,6.39,1
0.0,0.0,0
263.52,7.99,1
11.28,11.37,2
93.05,5.45,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
44.98,9.64,2
0.0,0.0,0
272.11,5.26,1
5.7,10.88,2
110.09,6.34,1
20.99,10.03,2
18.54,10.02,2
112.18,5.98,1
25.99,9.59,2
37.78,8.78,2
138.9,6.94,1
0.55,8.12,2
0.0,0.0,0
289.46,6.34,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
23.71,8.84,2
37.97,10.0,2
30.1,10.16,2
48.71,11.69,2
1.42,8.64,2
11.7,8.44,2
0.0,0.0,0
155.29,5.25,1
43.52,9.29,2
49.25,9.38,2
0.0,0.0,0
102.68,7.42,1
228.98,6.63,1
48.48,9.99,2
255.87,6.37,1
282.13,6.47,1
283.77,7.35,1
113.01,7.29,1
0.0,0.0,0
0.0,0.0,0
38.74,9.34,2
74.13,5.07,1
39.39,9.82,2
0.0,0.0,0
30.16,8.28,2
0.54,10.13,2
41.27,9.3,2
0.0,0.0,0
116.62,7.76,1
1.64,8.28,2
218.26,5.54,1
0.0,0.0,0
38.76,8.37,2
0.0,0.0,0
142.23,5.8,1
0.0,0.0,0
0.0,0.0,0
165.99,6.55,1
0.0,0.0,0
115.7,5.63,1
0.0,0.0,0
65.73,5.68,1
0.0,0.0,0
0.0,0.0,0
21.85,10.99,2
0.0,0.0,0
238.77,5.78,1
42.57,9.07,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
128.68,7.18,1
0.0,0.0,0
174.27,7.39,1
11.78,8.62,2
298.22,6.27,1
7.92,10.7,2
167.55,5.46,1
164.15,5.84,1
0.0,0.0,0
13.25,10.15,2
0.0,0.0,0
0.0,0.0,0
80.97,6.77,1
35.6,9.94,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
16.89,10.83,2
232.69,6.08,1
39.51,10.45,2
0.0,0.0,0
14.06,11.09,2
20.23,11.0,2
0.0,0.0,0
10.89,11.01,2
150.21,5.39,1
0.0,0.0,0
5.24,8.69,2
0.0,0.0,0
0.0,0.0,0
299.93,6.55,1
0.0,0.0,0
0.0,0.0,0
2.67,11.55,2
79.38,5.57,1
2.97,11.64,2
44.4,8.76,2
11.04,9.2,2
0.0,0.0,0
40.09,8.59,2
0.0,0.0,0
44.27,11.09,2
0.0,0.0,0
227.17,5.06,1
228.78,6.69,1
0.0,0.0,0
5.51,10.65,2
77.75,6.22,1
0.0,0.0,0
42.52,10.49,2
181.29,6.51,1
35.41,8.56,2
8.32,8.05,2
8.96,11.87,2
0.0,0.0,0
45.51,9.94,2
0.0,0.0,0
30.18,9.15,2
0.0,0.0,0
154.18,5.43,1
18.22,8.14,2
0.0,0.0,0
10.98,11.9,2
33.89,11.45,2
0.0,0.0,0
225.86,5.14,1
37.32,9.89,2
41.82,11.08,2
280.99,7.75,1
15.25,8.87,2
12.78,9.84,2
47.97,11.09,2
13.25,10.12,2
0.0,0.0,0
2.57,8.05,2
0.0,0.0,0
0.0,0.0,0
11.52,9.25,2
26.86,10.7,2
41.82,9.93,2
34.38,9.58,2
34.55,9.58,2
158.11,7.05,1
0.0,0.0,0
85.24,6.97,1
0.0,0.0,0
46.22,11.26,2
0.0,0.0,0
267.71,6.5,1
21.58,9.94,2
0.0,0.0,0
9.13,11.48,2
281.81,5.23,1
0.0,0.0,0
90.96,6.91,1
111.03,5.7,1
45.69,8.5,2
0.0,0.0,0
0.0,0.0,0
299.58,6.18,1
0.0,0.0,0
46.41,11.85,2
32.73,10.94,2
205.97,7.94,1
0.0,0.0,0
189.68,6.34,1
0.0,0.0,0
130.36,7.6,1
119.54,5.16,1
4.08,10.78,2
156.83,7.42,1
64.09,6.72,1
144.85,5.25,1
0.0,0.0,0
0.0,0.0,0
38.05,10.7,2
40.44,8.24,2
0.0,0.0,0
46.62,8.26,2
0.0,0.0,0
0.0,0.0,0
116.99,6.24,1
0.0,0.0,0
32.24,10.08,2
46.88,9.13,2
9.48,8.24,2
180.15,5.97,1
208.72,5.47,1
103.65,6.89,1
81.68,7.06,1
142.79,6.77,1
0.0,0.0,0
0.0,0.0,0
232.51,5.38,1
30.83,11.63,2
260.11,6.97,1
0.84,9.58,2
6.37,10.7,2
0.0,0.0,0
134.75,5.31,1
128.13,6.19,1
61.95,6.31,1
0.0,0.0,0
151.05,7.69,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
135.37,7.49,1
0.0,0.0,0
48.1,10.56,2
132.95,6.92,1
148.13,5.51,1
41.55,11.86,2
13.11,9.96,2
77.93,6.95,1
155.62,5.27,1
0.0,0.0,0
0.0,0.0,0
265.45,5.17,1
0.0,0.0,0
280.24,5.57,1
0.0,0.0,0
242.52,7.58,1
0.0,0.0,0
97.38,5.18,1
184.19,6.02,1
0.0,0.0,0
34.74,10.15,2
144.05,7.47,1
44.63,12.0,2
3.79,8.37,2
179.33,6.43,1
0.0,0.0,0
49.96,10.62,2
9.99,10.47,2
244.08,5.45,1
65.5,5.92,1
32.55,11.35,2
0.0,0.0,0
190.11,6.41,1
0.0,0.0,0
0.0,0.0,0
105.49,6.1,1
0.0,0.0,0
141.4,6.87,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
3.4,8.76,2
0.0,0.0,0
146.11,5.34,1
0.0,0.0,0
0.0,0.0,0
232.28,7.87,1
252.95,6.3,1
215.13,7.98,1
32.17,10.16,2
20.42,8.13,2
0.0,0.0,0
0.0,0.0,0
124.03,5.64,1
0.0,0.0,0
0.0,0.0,0
256.18,6.7,1
0.0,0.0,0
0.0,0.0,0
73.3,6.78,1
16.28,11.11,2
44.43,11.81,2
17.5,10.69,2
0.0,0.0,0
96.71,7.0,1
19.85,10.09,2
281.65,7.62,1
7.11,9.75,2
0.0,0.0,0
7.96,9.68,2
30.91,11.52,2
0.0,0.0,0
35.91,8.72,2
0.0,0.0,0
32.5,8.4,2
0.0,0.0,0
0.0,0.0,0
127.58,5.95,1
0.0,0.0,0
3.79,11.01,2
5.74,10.99,2
40.22,8.34,2
0.0,0.0,0
146.23,6.01,1
202.88,5.53,1
15.88,9.57,2
259.23,5.22,1
174.7,6.98,1
0.0,0.0,0
0.0,0.0,0
17.88,11.1,2
0.0,0.0,0
13.55,10.5,2
5.61,10.01,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
176.58,7.07,1
0.0,0.0,0
13.91,10.99,2
44.3,8.6,2
0.0,0.0,0
17.36,11.09,2
10.44,10.5,2
26.72,11.37,2
266.27,6.41,1
36.13,10.25,2
179.96,7.14,1
210.97,5.31,1
0.0,0.0,0
196.93,6.84,1
212.91,7.91,1
0.0,0.0,0
47.14,10.64,2
0.0,0.0,0
112.55,5.39,1
104.05,7.46,1
4.54,9.1,2
0.0,0.0,0
106.24,5.81,1
0.0,0.0,0
0.0,0.0,0
168.98,7.05,1
1.87,11.52,2
0.0,0.0,0
13.66,9.83,2
0.0,0.0,0
0.0,0.0,0
8.54,8.09,2
80.78,5.26,1
0.0,0.0,0
0.0,0.0,0
16.43,10.52,2
13.15,11.96,2
17.86,9.83,2
0.0,0.0,0
0.0,0.0,0
8.87,11.39,2
111.98,7.22,1
34.59,9.55,2
271.74,6.13,1
170.75,6.74,1
88.73,6.46,1
222.22,5.65,1
163.66,6.37,1
36.61,10.63,2
0.0,0.0,0
10.51,10.47,2
137.82,6.07,1
28.96,9.05,2
32.04,10.72,2
0.0,0.0,0
166.93,6.59,1
208.87,5.12,1
251.44,7.15,1
37.16,11.07,2
172.07,6.63,1
0.0,0.0,0
3.78,9.18,2
38.0,8.67,2
22.57,8.04,2
0.0,0.0,0
8.32,10.43,2
0.0,0.0,0
16.33,10.55,2
32.7,8.38,2
88.12,5.67,1
35.13,11.66,2
94.34,5.79,1
10.79,11.48,2
4.75,9.92,2
48.21,10.17,2
110.27,5.71,1
177.24,5.97,1
181.11,7.44,1
295.82,5.16,1
295.96,6.17,1
0.52,9.51,2
0.0,0.0,0
33.38,9.52,2
155.05,5.81,1
